,car_name,brand,model,vehicle_age,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_km_driven
50491,Maruti Alto,Maruti,Alto,3,Trustmark Dealer,CNG,Manual,33.44,796,40.3,4,299000,14.931245369435276
50492,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50493,Maruti Alto,Maruti,Alto,8,Trustmark Dealer,CNG,Manual,30.46,796,47.3,5,210000,15.51369675826306
50494,Hyundai i20,Hyundai,i20,6,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,480000,15.361566880724897
50495,Honda Amaze,Honda,Amaze,5,Trustmark Dealer,Petrol,Manual,17.8,1198,86.7,5,490000,15.67485430794662
50496,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50497,Nissan Kicks,Nissan,Kicks,2,Trustmark Dealer,Petrol,Manual,14.23,1498,104.55,5,880000,13.51261702365554
50498,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,425000,15.05133641187138
50499,Ford Ecosport,Ford,Ecosport,6,Trustmark Dealer,Petrol,Automatic,16.5,1499,110.0,5,605000,16.10997344790884
50500,Hyundai i20,Hyundai,i20,9,Trustmark Dealer,Petrol,Manual,18.5,1197,82.85,5,415000,15.418116141207488
50501,Maruti Swift,Maruti,Swift,2,Trustmark Dealer,Petrol,Automatic,21.21,1197,81.8,5,660000,13.537825059241825
50502,Honda City,Honda,City,4,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,5,800000,15.159201223357822
50503,Nissan Kicks,Nissan,Kicks,2,Trustmark Dealer,Petrol,Manual,14.23,1498,104.55,5,880000,13.51261702365554
50504,Maruti Ertiga,Maruti,Ertiga,4,Trustmark Dealer,CNG,Manual,26.8,1462,103.0,7,790000,15.231108653311123
50505,Nissan Kicks,Nissan,Kicks,2,Trustmark Dealer,Petrol,Manual,14.23,1498,104.55,5,880000,13.51261702365554
50506,Maruti Baleno,Maruti,Baleno,4,Trustmark Dealer,Petrol,Manual,21.4,1197,83.1,5,540000,15.03307880613062
50507,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50508,Maruti Ertiga,Maruti,Ertiga,2,Trustmark Dealer,Petrol,Manual,19.34,1462,103.0,7,900000,12.371232128369622
50509,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,26.6,998,58.16,5,410000,15.700141654648464
50510,Nissan Kicks,Nissan,Kicks,2,Trustmark Dealer,Petrol,Manual,14.23,1498,104.55,5,880000,13.51261702365554
50511,Honda City,Honda,City,4,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,5,800000,15.159201223357822
50512,Maruti Ertiga,Maruti,Ertiga,4,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,775000,15.466586337719244
50513,Maruti Alto,Maruti,Alto,9,Trustmark Dealer,Petrol,Manual,20.92,998,67.1,5,235000,15.374801769046305
50514,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50515,Maruti Ertiga,Maruti,Ertiga,3,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,855000,14.717355122064907
50516,Maruti Vitara,Maruti,Vitara,5,Trustmark Dealer,Diesel,Manual,24.3,1248,88.5,5,625000,14.678655152351991
50517,Maruti Ignis,Maruti,Ignis,2,Trustmark Dealer,Petrol,Automatic,20.89,1197,81.8,5,630000,13.080817527608327
50518,Ford Ecosport,Ford,Ecosport,2,Trustmark Dealer,Petrol,Manual,15.9,1496,120.69,5,985000,14.239150973780701
50519,Maruti Wagon R,Maruti,Wagon R,5,Trustmark Dealer,Petrol,Manual,20.51,998,67.04,5,345000,15.508444746874762
50520,Mahindra XUV300,Mahindra,XUV300,1,Trustmark Dealer,Petrol,Manual,17.0,1197,110.0,5,950000,12.202429966015352
50521,Maruti Ertiga,Maruti,Ertiga,4,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,775000,15.466586337719244
50522,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000,14.81192653722526
50523,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50524,Tata Tigor,Tata,Tigor,4,Trustmark Dealer,Petrol,Manual,20.3,1199,84.0,5,440000,15.293435724709573
50525,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,26.6,998,58.16,5,410000,15.700141654648464
50526,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50527,Honda City,Honda,City,5,Trustmark Dealer,Petrol,Automatic,18.0,1497,117.3,5,825000,15.784328117579138
50528,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,380000,14.966370260504164
50529,Maruti Wagon R,Maruti,Wagon R,6,Trustmark Dealer,Petrol,Manual,21.79,998,67.05,5,350000,15.194564502777244
50530,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,380000,14.966370260504164
50531,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,425000,15.05133641187138
50532,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50533,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,380000,14.966370260504164
50534,Mahindra XUV500,Mahindra,XUV500,2,Trustmark Dealer,Diesel,Manual,16.0,2179,138.0,7,1575000,15.496884977202942
50535,Maruti Wagon R,Maruti,Wagon R,8,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,295000,15.663891611066969
50536,Maruti Alto,Maruti,Alto,3,Trustmark Dealer,CNG,Manual,33.44,796,40.3,4,299000,14.931245369435276
50537,Maruti Wagon R,Maruti,Wagon R,8,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,295000,15.663891611066969
50538,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,380000,14.966370260504164
50539,Maruti Alto,Maruti,Alto,5,Trustmark Dealer,CNG,Manual,32.26,998,58.3,4,325000,14.754887502163468
50540,Ford Ecosport,Ford,Ecosport,2,Trustmark Dealer,Petrol,Manual,15.9,1496,120.69,5,985000,14.239150973780701
50541,Maruti Baleno,Maruti,Baleno,2,Trustmark Dealer,Petrol,Manual,21.01,1197,81.8,5,610000,14.17195861907712
50542,Nissan Kicks,Nissan,Kicks,2,Trustmark Dealer,Petrol,Manual,14.23,1498,104.55,5,880000,13.51261702365554
50543,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000,14.81192653722526
50544,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000,14.81192653722526
50545,Maruti Alto,Maruti,Alto,8,Trustmark Dealer,CNG,Manual,30.46,796,47.3,5,210000,15.51369675826306
50546,Maruti Vitara,Maruti,Vitara,2,Trustmark Dealer,Diesel,Manual,24.3,1248,88.5,5,875000,13.610678841099094
50547,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,380000,14.966370260504164
50548,Mahindra XUV300,Mahindra,XUV300,1,Trustmark Dealer,Petrol,Manual,17.0,1197,110.0,5,950000,12.202429966015352
50549,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,425000,15.05133641187138
50550,Maruti Ertiga,Maruti,Ertiga,3,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,855000,14.717355122064907
50551,Maruti Swift,Maruti,Swift,7,Trustmark Dealer,Petrol,Manual,18.6,1197,85.8,5,365000,16.147622311041157
50552,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50553,Maruti Ertiga,Maruti,Ertiga,4,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,775000,15.466586337719244
50554,Nissan Kicks,Nissan,Kicks,2,Trustmark Dealer,Petrol,Manual,14.23,1498,104.55,5,880000,13.51261702365554
50555,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50556,Maruti Alto,Maruti,Alto,8,Trustmark Dealer,CNG,Manual,30.46,796,47.3,5,210000,15.51369675826306
50557,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,380000,14.966370260504164
50558,Hyundai i10,Hyundai,i10,9,Trustmark Dealer,Petrol,Manual,20.36,1197,78.9,5,260000,15.755748228721869
50559,Maruti Swift Dzire,Maruti,Swift Dzire,4,Trustmark Dealer,Petrol,Automatic,22.0,1197,81.8,5,645000,14.896663519676776
50560,Maruti Alto,Maruti,Alto,3,Trustmark Dealer,CNG,Manual,33.44,796,40.3,4,299000,14.931245369435276
50561,Hyundai Verna,Hyundai,Verna,6,Trustmark Dealer,Petrol,Manual,17.01,1591,121.3,5,625000,15.160304773777561
50562,Maruti Alto,Maruti,Alto,5,Trustmark Dealer,CNG,Manual,32.26,998,58.3,4,325000,14.754887502163468
50563,Maruti Ertiga,Maruti,Ertiga,3,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,855000,14.717355122064907
50564,Maruti Alto,Maruti,Alto,3,Trustmark Dealer,CNG,Manual,33.44,796,40.3,4,299000,14.931245369435276
50565,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50566,Hyundai Creta,Hyundai,Creta,5,Trustmark Dealer,Petrol,Automatic,13.0,1591,121.3,5,1039000,14.63543472216468
50567,Mahindra XUV300,Mahindra,XUV300,1,Trustmark Dealer,Petrol,Manual,17.0,1197,110.0,5,950000,12.202429966015352
50568,Maruti Ertiga,Maruti,Ertiga,4,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,775000,15.466586337719244
50569,Mahindra XUV500,Mahindra,XUV500,2,Trustmark Dealer,Diesel,Manual,16.0,2179,138.0,7,1575000,15.496884977202942
50570,Maruti Wagon R,Maruti,Wagon R,8,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,295000,15.663891611066969
50571,Maruti Alto,Maruti,Alto,5,Trustmark Dealer,CNG,Manual,32.26,998,58.3,4,325000,14.754887502163468
50572,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50573,Maruti Wagon R,Maruti,Wagon R,8,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,295000,15.663891611066969
50574,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,26.6,998,58.16,5,410000,15.700141654648464
50575,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,380000,14.966370260504164
50576,Maruti Alto,Maruti,Alto,8,Trustmark Dealer,CNG,Manual,30.46,796,47.3,5,210000,15.51369675826306
50577,Mahindra XUV300,Mahindra,XUV300,1,Trustmark Dealer,Petrol,Manual,17.0,1197,110.0,5,950000,12.202429966015352
50578,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50579,Maruti Swift,Maruti,Swift,5,Trustmark Dealer,Petrol,Manual,20.4,1197,83.11,5,399000,16.223322989536292
50580,Maruti Wagon R,Maruti,Wagon R,8,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,295000,15.663891611066969
50581,Maruti Alto,Maruti,Alto,5,Trustmark Dealer,CNG,Manual,32.26,998,58.3,4,325000,14.754887502163468
50582,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000,14.81192653722526
50583,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000,14.81192653722526
50584,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50585,Maruti Alto,Maruti,Alto,8,Trustmark Dealer,CNG,Manual,30.46,796,47.3,5,210000,15.51369675826306
50586,Hyundai i20,Hyundai,i20,4,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,650000,14.814282040047233
50587,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000,14.81192653722526
50588,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50589,Maruti Alto,Maruti,Alto,5,Trustmark Dealer,CNG,Manual,32.26,998,58.3,4,325000,14.754887502163468
50590,Maruti Ignis,Maruti,Ignis,4,Trustmark Dealer,Petrol,Automatic,20.89,1197,81.8,5,550000,15.073848678369789
50591,Maruti Alto,Maruti,Alto,5,Trustmark Dealer,CNG,Manual,32.26,998,58.3,4,325000,14.754887502163468
50592,Maruti Ciaz,Maruti,Ciaz,1,Trustmark Dealer,Petrol,Manual,21.56,1462,103.25,5,875000,12.551467952626897
50593,Maruti Alto,Maruti,Alto,4,Trustmark Dealer,CNG,Manual,33.44,796,40.3,4,315000,14.785401380319131
50594,Maruti Alto,Maruti,Alto,3,Trustmark Dealer,CNG,Manual,33.44,796,40.3,4,299000,14.931245369435276
50595,Honda Amaze,Honda,Amaze,6,Trustmark Dealer,Petrol,Manual,18.0,1198,86.7,5,499000,15.997995353985019
50596,Honda Amaze,Honda,Amaze,6,Trustmark Dealer,Petrol,Manual,18.0,1198,86.7,5,400000,15.34443462192399
50597,Maruti Ertiga,Maruti,Ertiga,3,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,855000,14.717355122064907
50598,Hyundai Venue,Hyundai,Venue,2,Trustmark Dealer,Petrol,Manual,18.27,998,118.35,5,995000,14.75206698310109
50599,Maruti Wagon R,Maruti,Wagon R,5,Trustmark Dealer,Petrol,Manual,20.51,998,67.04,5,345000,15.508444746874762
50600,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,380000,14.966370260504164
50601,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000,14.81192653722526
50602,Tata Tigor,Tata,Tigor,4,Trustmark Dealer,Petrol,Manual,20.3,1199,84.0,5,440000,15.293435724709573
50603,Maruti Wagon R,Maruti,Wagon R,5,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,365000,15.183325224524612
50604,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50605,Hyundai i20,Hyundai,i20,4,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,555000,15.690871009292314
50606,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50607,Honda Amaze,Honda,Amaze,6,Trustmark Dealer,Petrol,Manual,18.0,1198,86.7,5,499000,15.997995353985019
50608,Honda City,Honda,City,4,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,5,800000,15.159201223357822
50609,Maruti Ertiga,Maruti,Ertiga,2,Trustmark Dealer,Petrol,Manual,19.34,1462,103.0,7,900000,12.371232128369622
50610,Maruti Ertiga,Maruti,Ertiga,3,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,855000,14.717355122064907
50611,Maruti Ignis,Maruti,Ignis,4,Trustmark Dealer,Petrol,Automatic,20.89,1197,81.8,5,550000,15.073848678369789
50612,Tata Tiago,Tata,Tiago,3,Trustmark Dealer,Petrol,Manual,23.84,1199,84.0,5,450000,14.647008638441648
50613,Maruti Wagon R,Maruti,Wagon R,8,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,295000,15.663891611066969
50614,Ford Figo,Ford,Figo,2,Trustmark Dealer,Petrol,Manual,20.4,1194,94.93,5,575000,12.978889176361573
50615,Nissan Kicks,Nissan,Kicks,2,Trustmark Dealer,Petrol,Manual,14.23,1498,104.55,5,880000,13.51261702365554
50616,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,26.6,998,58.16,5,410000,15.700141654648464
50617,Nissan Kicks,Nissan,Kicks,2,Trustmark Dealer,Petrol,Manual,14.23,1498,104.55,5,880000,13.51261702365554
50618,Maruti Ertiga,Maruti,Ertiga,4,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,775000,15.466586337719244
50619,Maruti Wagon R,Maruti,Wagon R,8,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,295000,15.663891611066969
50620,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000,14.81192653722526
50621,Maruti Alto,Maruti,Alto,7,Trustmark Dealer,Petrol,Manual,22.74,796,47.3,5,230000,13.869882970141292
50622,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,26.6,998,58.16,5,410000,15.700141654648464
50623,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50624,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50625,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50626,Tata Tiago,Tata,Tiago,3,Trustmark Dealer,Petrol,Manual,23.84,1199,84.0,5,450000,14.647008638441648
50627,Hyundai i10,Hyundai,i10,9,Trustmark Dealer,Petrol,Manual,20.36,1197,78.9,5,260000,15.755748228721869
50628,Maruti Celerio,Maruti,Celerio,3,Trustmark Dealer,Petrol,Manual,21.63,998,67.04,5,410000,14.292537330648129
50629,Maruti Ertiga,Maruti,Ertiga,4,Trustmark Dealer,CNG,Manual,26.8,1462,103.0,7,790000,15.231108653311123
50630,Maruti Alto,Maruti,Alto,5,Trustmark Dealer,CNG,Manual,32.26,998,58.3,4,325000,14.754887502163468
50631,Hyundai Venue,Hyundai,Venue,1,Trustmark Dealer,Petrol,Manual,18.0,998,118.35,5,1145000,9.18239435340453
50632,Mahindra XUV300,Mahindra,XUV300,1,Trustmark Dealer,Petrol,Manual,17.0,1197,110.0,5,950000,12.202429966015352
50633,Maruti Swift,Maruti,Swift,8,Trustmark Dealer,Petrol,Manual,18.6,1197,85.8,5,345000,16.169279119359537
50634,Maruti Wagon R,Maruti,Wagon R,5,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,365000,15.183325224524612
50635,Hyundai i20,Hyundai,i20,4,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,535000,14.567361958106535
50636,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,26.6,998,58.16,5,410000,15.700141654648464
50637,Maruti Vitara,Maruti,Vitara,2,Trustmark Dealer,Diesel,Manual,24.3,1248,88.5,5,875000,13.610678841099094
50638,Maruti Ignis,Maruti,Ignis,4,Trustmark Dealer,Petrol,Automatic,20.89,1197,81.8,5,550000,15.073848678369789
50639,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000,14.81192653722526
50640,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,26.6,998,58.16,5,410000,15.700141654648464
50641,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50642,Maruti Alto,Maruti,Alto,9,Trustmark Dealer,Petrol,Manual,20.92,998,67.1,5,235000,15.374801769046305
50643,Tata Tigor,Tata,Tigor,4,Trustmark Dealer,Petrol,Manual,20.3,1199,84.0,5,440000,15.293435724709573
50644,Hyundai Grand,Hyundai,Grand,7,Trustmark Dealer,Petrol,Manual,18.9,1197,81.86,5,385000,14.90072532336539
50645,Maruti Baleno,Maruti,Baleno,3,Trustmark Dealer,Petrol,Manual,21.01,1197,81.8,5,650000,12.905198945962805
50646,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000,14.81192653722526
50647,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,380000,14.966370260504164
50648,Hyundai Venue,Hyundai,Venue,1,Trustmark Dealer,Petrol,Manual,18.0,998,118.35,5,1145000,9.18239435340453
50649,Mahindra XUV300,Mahindra,XUV300,1,Trustmark Dealer,Petrol,Manual,17.0,1197,110.0,5,950000,12.202429966015352
50650,Maruti Alto,Maruti,Alto,8,Trustmark Dealer,CNG,Manual,30.46,796,47.3,5,210000,15.51369675826306
50651,Maruti Ciaz,Maruti,Ciaz,5,Trustmark Dealer,Petrol,Manual,20.73,1373,91.1,5,645000,15.123676864863642
50652,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50653,Maruti Ertiga,Maruti,Ertiga,3,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,855000,14.717355122064907
50654,Hyundai i20,Hyundai,i20,4,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,625000,14.494480615017771
50655,Maruti Baleno,Maruti,Baleno,2,Trustmark Dealer,Petrol,Manual,21.01,1197,81.8,5,610000,14.17195861907712
50656,Honda Amaze,Honda,Amaze,6,Trustmark Dealer,Petrol,Manual,18.0,1198,86.7,5,400000,15.34443462192399
50657,Mahindra XUV300,Mahindra,XUV300,1,Trustmark Dealer,Petrol,Manual,17.0,1197,110.0,5,950000,12.202429966015352
50658,Maruti Ignis,Maruti,Ignis,2,Trustmark Dealer,Petrol,Automatic,20.89,1197,81.8,5,630000,13.080817527608327
50659,Maruti Ertiga,Maruti,Ertiga,3,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,855000,14.717355122064907
50660,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,26.6,998,58.16,5,410000,15.700141654648464
50661,Maruti Swift,Maruti,Swift,6,Trustmark Dealer,Petrol,Manual,20.4,1197,81.8,5,400000,15.493667846669194
50662,Maruti Ertiga,Maruti,Ertiga,4,Trustmark Dealer,CNG,Manual,26.8,1462,103.0,7,790000,15.231108653311123
50663,Maruti Ignis,Maruti,Ignis,4,Trustmark Dealer,Petrol,Automatic,20.89,1197,81.8,5,550000,15.073848678369789
50664,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,26.6,998,58.16,5,410000,15.700141654648464
50665,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50666,Maruti Alto,Maruti,Alto,8,Trustmark Dealer,CNG,Manual,30.46,796,47.3,5,210000,15.51369675826306
50667,Maruti Wagon R,Maruti,Wagon R,8,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,295000,15.663891611066969
50668,Maruti Swift,Maruti,Swift,6,Trustmark Dealer,Petrol,Manual,20.4,1197,81.8,5,400000,15.493667846669194
50669,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50670,Maruti Ertiga,Maruti,Ertiga,4,Trustmark Dealer,CNG,Manual,26.8,1462,103.0,7,790000,15.231108653311123
50671,Honda Amaze,Honda,Amaze,4,Trustmark Dealer,Petrol,Manual,17.8,1198,86.7,5,510000,14.994795371321155
50672,Hyundai Verna,Hyundai,Verna,6,Trustmark Dealer,Petrol,Manual,17.01,1591,121.3,5,625000,15.160304773777561
50673,Maruti Ertiga,Maruti,Ertiga,4,Trustmark Dealer,CNG,Manual,26.8,1462,103.0,7,790000,15.231108653311123
50674,Maruti Wagon R,Maruti,Wagon R,5,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,365000,15.183325224524612
50675,Hyundai i20,Hyundai,i20,6,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,480000,15.361566880724897
50676,Maruti Alto,Maruti,Alto,8,Trustmark Dealer,CNG,Manual,30.46,796,47.3,5,210000,15.51369675826306
50677,Maruti Wagon R,Maruti,Wagon R,8,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,295000,15.663891611066969
50678,Maruti Swift Dzire,Maruti,Swift Dzire,4,Trustmark Dealer,Petrol,Manual,21.21,1197,81.8,5,625000,13.934704463116724
50679,Ford Ecosport,Ford,Ecosport,2,Trustmark Dealer,Petrol,Manual,15.9,1496,120.69,5,985000,14.239150973780701
50680,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50681,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50682,Maruti Swift Dzire,Maruti,Swift Dzire,8,Trustmark Dealer,Petrol,Manual,19.1,1197,85.8,5,370000,15.580111322167406
50683,Hyundai Creta,Hyundai,Creta,5,Trustmark Dealer,Petrol,Automatic,13.0,1591,121.3,5,980000,15.731319031025064
50684,Hyundai Grand,Hyundai,Grand,5,Trustmark Dealer,Petrol,Automatic,18.9,1197,82.0,5,585000,12.372048825272772
50685,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
50686,Ford Ecosport,Ford,Ecosport,6,Trustmark Dealer,Petrol,Automatic,16.5,1499,110.0,5,605000,16.10997344790884
50687,Maruti Alto,Maruti,Alto,8,Trustmark Dealer,CNG,Manual,30.46,796,47.3,5,210000,15.51369675826306
50688,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000,14.81192653722526
50689,Maruti Wagon R,Maruti,Wagon R,8,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,295000,15.663891611066969
50690,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,425000,15.05133641187138
50691,Maruti Wagon R,Maruti,Wagon R,4,Trustmark Dealer,Petrol,Automatic,20.51,998,67.0,5,440000,13.50370153369617
50692,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50693,Maruti Baleno,Maruti,Baleno,2,Trustmark Dealer,Petrol,Manual,21.01,1197,81.8,5,610000,14.17195861907712
50694,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50695,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,26.6,998,58.16,5,410000,15.700141654648464
50696,Hyundai Santro,Hyundai,Santro,3,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000,14.933229597442672
50697,Maruti Swift Dzire,Maruti,Swift Dzire,4,Trustmark Dealer,Petrol,Manual,22.0,1197,81.8,5,565000,14.80387885026434
50698,Maruti Baleno,Maruti,Baleno,4,Trustmark Dealer,Petrol,Manual,21.01,1197,81.8,5,500000,15.518253581012374
50699,Maruti Wagon R,Maruti,Wagon R,3,Trustmark Dealer,CNG,Manual,32.52,998,58.33,5,425000,14.763990365632964
